id,station,date,prcp,tobs
3228,USC00513117,5/22/11,0.08,74
3229,USC00513117,5/23/11,0.06,74
3230,USC00513117,5/24/11,0,74
3231,USC00513117,5/25/11,0.02,74
3232,USC00513117,5/26/11,0,74
3233,USC00513117,5/27/11,0.03,74
3234,USC00513117,5/28/11,0.02,76
3235,USC00513117,5/29/11,0.1,76
3236,USC00513117,5/30/11,0,75
3237,USC00513117,5/31/11,0,74
3238,USC00513117,6/1/11,0.03,74
3239,USC00513117,6/2/11,0.08,75
3240,USC00513117,6/3/11,0.63,71
3241,USC00513117,6/4/11,4.43,69
3242,USC00513117,6/5/11,4.02,69
3243,USC00513117,6/6/11,0.02,74
3244,USC00513117,6/7/11,0.06,71
3245,USC00513117,6/8/11,0.04,74
3246,USC00513117,6/9/11,0.01,74
3247,USC00513117,6/10/11,0.02,75
3248,USC00513117,6/11/11,0.01,73
3249,USC00513117,6/12/11,0.12,73
3250,USC00513117,6/13/11,0.16,73
3251,USC00513117,6/14/11,0,75
3252,USC00513117,6/15/11,0,75
3253,USC00513117,6/16/11,0.06,74
3254,USC00513117,6/17/11,0,74
3255,USC00513117,6/18/11,0.02,75
3256,USC00513117,6/19/11,0.09,74
3257,USC00513117,6/20/11,0.03,73
3258,USC00513117,6/21/11,0.54,72
3259,USC00513117,6/22/11,0.22,74
3260,USC00513117,6/23/11,0.03,72
3261,USC00513117,6/24/11,0.21,75
3262,USC00513117,6/25/11,0,76
3263,USC00513117,6/26/11,0.04,74
3264,USC00513117,6/27/11,0.03,74
3265,USC00513117,6/28/11,0.1,74
3266,USC00513117,6/29/11,0,74
3267,USC00513117,6/30/11,0,74
3268,USC00513117,7/1/11,0.09,74
3269,USC00513117,7/2/11,0,75
3270,USC00513117,7/3/11,0.04,76
3271,USC00513117,7/4/11,0,74
3272,USC00513117,7/5/11,0.03,74
3273,USC00513117,7/6/11,0.02,76
3274,USC00513117,7/7/11,0.07,73
3275,USC00513117,7/8/11,0.1,75
3276,USC00513117,7/9/11,0.05,75
3277,USC00513117,7/10/11,0.02,76
3278,USC00513117,7/11/11,0.01,74
3279,USC00513117,7/12/11,0,74
3280,USC00513117,7/13/11,0,74
3281,USC00513117,7/14/11,0.06,73
3282,USC00513117,7/15/11,0,75
3283,USC00513117,7/16/11,0,75
3284,USC00513117,7/17/11,0.15,75
3285,USC00513117,7/18/11,0.04,74
3286,USC00513117,7/19/11,0,74
3287,USC00513117,7/20/11,0.1,71
3288,USC00513117,7/21/11,0.04,75
3289,USC00513117,7/22/11,0.08,74
3290,USC00513117,7/23/11,0,75
3291,USC00513117,7/24/11,0.1,70
3292,USC00513117,7/25/11,0.22,74
3293,USC00513117,7/26/11,0.01,74
3294,USC00513117,7/27/11,0.04,75
3295,USC00513117,7/28/11,0.03,75
3296,USC00513117,7/29/11,0.15,74
3297,USC00513117,7/30/11,0.61,75
3298,USC00513117,7/31/11,0,76
3299,USC00513117,8/1/11,0.01,74
3300,USC00513117,8/2/11,0,74
3301,USC00513117,8/3/11,0.02,75
3302,USC00513117,8/4/11,0.03,74
3303,USC00513117,8/5/11,0.04,75
3304,USC00513117,8/6/11,0.04,74
3305,USC00513117,8/7/11,0.01,76
3306,USC00513117,8/8/11,0,75
3307,USC00513117,8/9/11,0.16,76
3308,USC00513117,8/10/11,0,75
3309,USC00513117,8/11/11,0.06,75
3310,USC00513117,8/12/11,0,75
3311,USC00513117,8/13/11,0,76
3312,USC00513117,8/14/11,0.04,75
3313,USC00513117,8/15/11,0.03,75
3314,USC00513117,8/16/11,0.05,74
3315,USC00513117,8/17/11,0.12,75
3316,USC00513117,8/18/11,0.02,75
3317,USC00513117,8/19/11,0.04,75
3318,USC00513117,8/20/11,0,76
3319,USC00513117,8/21/11,0.03,75
3320,USC00513117,8/22/11,0.28,72
3321,USC00513117,8/23/11,0.21,74
3322,USC00513117,8/24/11,0.06,75
3323,USC00513117,8/25/11,0.03,74
3324,USC00513117,8/26/11,0.08,74
3325,USC00513117,8/27/11,0,78
3326,USC00513117,8/28/11,0.09,74
3327,USC00513117,8/29/11,0.24,76
3328,USC00513117,8/30/11,0.16,74
3329,USC00513117,8/31/11,0.02,76
3330,USC00513117,9/1/11,0.13,78
3331,USC00513117,9/17/11,0,78
3332,USC00513117,9/18/11,0.05,76
3333,USC00513117,9/19/11,0.04,76
3334,USC00513117,9/20/11,0.03,75
3335,USC00513117,9/21/11,0.07,76
3336,USC00513117,9/22/11,0.1,75
3337,USC00513117,9/23/11,0.08,72
3338,USC00513117,9/24/11,0,78
3339,USC00513117,9/26/11,0,71
3340,USC00513117,9/27/11,0,76
3341,USC00513117,9/28/11,0.03,74
3342,USC00513117,9/29/11,0.02,76
3343,USC00513117,9/30/11,0.11,75
3344,USC00513117,10/1/11,0,76
3345,USC00513117,10/2/11,0,77
3346,USC00513117,10/3/11,0,77
3347,USC00513117,10/4/11,0.01,77
3348,USC00513117,10/5/11,0.07,77
3349,USC00513117,10/6/11,0.05,76
3350,USC00513117,10/7/11,0.11,72
3351,USC00513117,10/8/11,0.03,76
3352,USC00513117,10/9/11,0.07,76
3353,USC00513117,10/10/11,0,76
3354,USC00513117,10/11/11,0.04,75
3355,USC00513117,10/12/11,0,73
3356,USC00513117,10/13/11,0.11,74
3357,USC00513117,10/14/11,0.06,75
3358,USC00513117,10/15/11,0.15,75
3359,USC00513117,10/16/11,0,74
3360,USC00513117,10/17/11,0.03,71
3361,USC00513117,10/18/11,0.32,70
3362,USC00513117,10/19/11,0.08,68
3363,USC00513117,10/20/11,0,74
3364,USC00513117,10/21/11,0,76
3365,USC00513117,10/22/11,0.3,73
3366,USC00513117,10/23/11,1.56,72
3367,USC00513117,10/24/11,4.47,70
3368,USC00513117,10/25/11,0.01,75
3369,USC00513117,10/26/11,0,76
3370,USC00513117,10/27/11,0.04,70
3371,USC00513117,10/28/11,0.04,74
3372,USC00513117,10/29/11,0.05,77
3373,USC00513117,10/30/11,0.03,72
3374,USC00513117,10/31/11,0.33,71
3375,USC00513117,11/1/11,0.8,72
3376,USC00513117,11/2/11,0.1,73
3377,USC00513117,11/3/11,0.19,76
3378,USC00513117,11/4/11,0.62,75
3379,USC00513117,11/5/11,0.06,75
3380,USC00513117,11/6/11,0.01,76
3381,USC00513117,11/7/11,0,75
3382,USC00513117,11/8/11,0.05,74
3383,USC00513117,11/9/11,0.03,74
3384,USC00513117,11/10/11,0.04,74
3385,USC00513117,11/11/11,0.16,75
3386,USC00513117,11/12/11,0.07,73
3387,USC00513117,11/13/11,0.01,69
3388,USC00513117,11/14/11,0,71
3389,USC00513117,11/15/11,0,70
3390,USC00513117,11/16/11,0,74
3391,USC00513117,11/17/11,0.01,75
3392,USC00513117,11/18/11,0.04,74
3393,USC00513117,11/19/11,0.03,74
3394,USC00513117,11/20/11,0.02,74
3395,USC00513117,11/21/11,0.38,74
3396,USC00513117,11/22/11,0.03,74
3397,USC00513117,11/23/11,0.08,74
3398,USC00513117,11/24/11,0,73
3399,USC00513117,11/25/11,0.05,71
3400,USC00513117,11/26/11,0,74
3401,USC00513117,11/27/11,0.07,72
3402,USC00513117,11/28/11,0,71
3403,USC00513117,11/29/11,0.03,72
3404,USC00513117,11/30/11,0.36,66
3405,USC00513117,12/1/11,0.11,69
3406,USC00513117,12/2/11,0.14,68
3407,USC00513117,12/3/11,0.03,74
3408,USC00513117,12/4/11,0.01,73
3409,USC00513117,12/5/11,0,73
3410,USC00513117,12/6/11,0,72
3411,USC00513117,12/7/11,0.04,71
3412,USC00513117,12/8/11,0.08,71
3413,USC00513117,12/9/11,0.07,68
3414,USC00513117,12/10/11,0.11,72
3415,USC00513117,12/11/11,0.76,71
3416,USC00513117,12/12/11,0.58,72
3417,USC00513117,12/13/11,1.55,71
3418,USC00513117,12/14/11,0.05,71
3419,USC00513117,12/15/11,0.02,72
3420,USC00513117,12/16/11,0,71
3421,USC00513117,12/17/11,0.02,71
3422,USC00513117,12/18/11,0.11,72
3423,USC00513117,12/19/11,0.05,72
3424,USC00513117,12/20/11,0.02,72
3425,USC00513117,12/21/11,0.24,69
3426,USC00513117,12/22/11,0.06,71
3427,USC00513117,12/23/11,0.02,71
3428,USC00513117,12/24/11,0.02,69
3429,USC00513117,12/25/11,0.05,74
3430,USC00513117,12/26/11,0,72
3431,USC00513117,12/27/11,0,71
3432,USC00513117,12/28/11,0.03,71
3433,USC00513117,12/29/11,0.01,72
3434,USC00513117,12/30/11,0.02,71
3435,USC00513117,12/31/11,0.04,67
3436,USC00513117,1/1/12,0.01,67
3437,USC00513117,1/2/12,0.04,65
3438,USC00513117,1/3/12,0,66
3439,USC00513117,1/4/12,0,71
3440,USC00513117,1/5/12,0.01,72
3441,USC00513117,1/6/12,0,72
3442,USC00513117,1/7/12,0,74
3443,USC00513117,1/8/12,0,65
3444,USC00513117,1/9/12,0.01,71
3445,USC00513117,1/10/12,0.01,71
3446,USC00513117,1/11/12,0.05,68
3447,USC00513117,1/12/12,0.04,66
3448,USC00513117,1/13/12,0,69
3449,USC00513117,1/14/12,0,64
3450,USC00513117,1/15/12,0,74
3451,USC00513117,1/16/12,0.2,76
3452,USC00513117,1/17/12,0.06,76
3453,USC00513117,1/19/12,0,70
3454,USC00513117,1/20/12,0,72
3455,USC00513117,1/21/12,0.01,72
3456,USC00513117,1/22/12,0,73
3457,USC00513117,1/23/12,0.03,65
3458,USC00513117,1/24/12,0,65
3459,USC00513117,1/25/12,0.02,73
3460,USC00513117,1/26/12,0,73
3461,USC00513117,1/27/12,0.1,69
3462,USC00513117,1/28/12,0,73
3463,USC00513117,1/29/12,0.01,73
3464,USC00513117,1/30/12,0.06,71
3465,USC00513117,1/31/12,0.01,71
3466,USC00513117,2/1/12,0,66
3467,USC00513117,2/2/12,0,70
3468,USC00513117,2/3/12,0,63
3469,USC00513117,2/4/12,0,66
3470,USC00513117,2/5/12,0,69
3471,USC00513117,2/6/12,0.04,66
3472,USC00513117,2/7/12,0.28,70
3473,USC00513117,2/8/12,0.5,63
3474,USC00513117,2/9/12,0,66
3475,USC00513117,2/10/12,0,69
3476,USC00513117,2/11/12,0.01,71
3477,USC00513117,2/12/12,0,71
3478,USC00513117,2/13/12,0.01,71
3479,USC00513117,2/14/12,0,66
3480,USC00513117,2/15/12,0,67
3481,USC00513117,2/16/12,0,71
3482,USC00513117,2/17/12,0.12,71
3483,USC00513117,2/18/12,0.01,70
3484,USC00513117,2/19/12,0.07,69
3485,USC00513117,2/20/12,0.01,71
3486,USC00513117,2/21/12,0,71
3487,USC00513117,2/22/12,0.05,71
3488,USC00513117,2/23/12,0.04,71
3489,USC00513117,2/24/12,0,69
3490,USC00513117,2/25/12,0.01,68
3491,USC00513117,2/26/12,0.23,72
3492,USC00513117,2/27/12,0,71
3493,USC00513117,2/28/12,0,71
3494,USC00513117,2/29/12,0,72
3495,USC00513117,3/1/12,0,72
3496,USC00513117,3/2/12,0,67
3497,USC00513117,3/3/12,0.05,70
3498,USC00513117,3/4/12,0.03,70
3499,USC00513117,3/5/12,5.71,65
3500,USC00513117,3/6/12,2.33,67
3501,USC00513117,3/7/12,2.41,66
3502,USC00513117,3/8/12,0.59,67
3503,USC00513117,3/9/12,4.6,61
3504,USC00513117,3/10/12,0.4,72
3505,USC00513117,3/11/12,0.07,74
3506,USC00513117,3/12/12,0.1,70
3507,USC00513117,3/13/12,0,69
3508,USC00513117,3/14/12,0,70
3509,USC00513117,3/15/12,0.03,69
3510,USC00513117,3/16/12,0.01,70
3511,USC00513117,3/17/12,0,75
3512,USC00513117,3/18/12,0.05,68
3513,USC00513117,3/19/12,0.07,71
3514,USC00513117,3/20/12,0,65
3515,USC00513117,3/21/12,0.23,70
3516,USC00513117,3/22/12,0.13,70
3517,USC00513117,3/23/12,0,70
3518,USC00513117,3/24/12,0.06,71
3519,USC00513117,3/25/12,0.03,70
3520,USC00513117,3/26/12,0.03,70
3521,USC00513117,3/27/12,0.12,67
3522,USC00513117,3/28/12,0.01,69
3523,USC00513117,3/29/12,0,68
3524,USC00513117,3/30/12,0,71
3525,USC00513117,3/31/12,0,71
3526,USC00513117,4/1/12,0,75
3527,USC00513117,4/2/12,0,69
3528,USC00513117,4/3/12,0,71
3529,USC00513117,4/4/12,0.03,71
3530,USC00513117,4/5/12,0.02,72
3531,USC00513117,4/6/12,0,71
3532,USC00513117,4/7/12,0.15,72
3533,USC00513117,4/8/12,0,70
3534,USC00513117,4/9/12,0.11,69
3535,USC00513117,4/10/12,0.03,67
3536,USC00513117,4/11/12,0.17,70
3537,USC00513117,4/12/12,0.03,70
3538,USC00513117,4/13/12,0.02,66
3539,USC00513117,4/14/12,0,69
3540,USC00513117,4/15/12,0.05,70
3541,USC00513117,4/16/12,0.04,71
3542,USC00513117,4/17/12,0,72
3543,USC00513117,4/18/12,0,72
3544,USC00513117,4/19/12,0,72
3545,USC00513117,4/20/12,0.02,70
3546,USC00513117,4/21/12,0.02,70
3547,USC00513117,4/22/12,0.03,70
3548,USC00513117,4/23/12,0.11,70
3549,USC00513117,4/24/12,0.02,70
3550,USC00513117,4/25/12,0.02,69
3551,USC00513117,4/26/12,0.02,71
3552,USC00513117,4/27/12,0.28,68
3553,USC00513117,4/28/12,0,75
3554,USC00513117,4/29/12,0,71
3555,USC00513117,4/30/12,0,71
3556,USC00513117,5/1/12,0.02,71
3557,USC00513117,5/2/12,0.13,70
3558,USC00513117,5/3/12,0.11,70
3559,USC00513117,5/4/12,0.06,69
3560,USC00513117,5/5/12,0.1,71
3561,USC00513117,5/6/12,0,78
3562,USC00513117,5/7/12,0.05,71
3563,USC00513117,5/8/12,0,71
3564,USC00513117,5/9/12,0,71
3565,USC00513117,5/10/12,0,70
3566,USC00513117,5/11/12,0.04,70
3567,USC00513117,5/12/12,0,70
3568,USC00513117,5/13/12,0,67
3569,USC00513117,5/14/12,0,65
3570,USC00513117,5/15/12,0,67
3571,USC00513117,5/16/12,0,70
3572,USC00513117,5/17/12,0.02,73
3573,USC00513117,5/18/12,0,73
3574,USC00513117,5/19/12,0,74
3575,USC00513117,5/20/12,0.03,72
3576,USC00513117,5/21/12,0.17,72
3577,USC00513117,5/22/12,0,74
3578,USC00513117,5/23/12,0,73
3579,USC00513117,5/24/12,0.07,73
3580,USC00513117,5/25/12,0,73
3581,USC00513117,5/26/12,0.04,70
3582,USC00513117,5/27/12,0.02,73
3583,USC00513117,5/28/12,0.01,74
3584,USC00513117,5/29/12,0,72
3585,USC00513117,5/30/12,0,72
3586,USC00513117,5/31/12,0.05,72
3587,USC00513117,6/1/12,0.08,71
3588,USC00513117,6/2/12,0.03,71
3589,USC00513117,6/3/12,0,75
3590,USC00513117,6/4/12,0,72
3591,USC00513117,6/5/12,0,72
3592,USC00513117,6/6/12,0.03,73
3593,USC00513117,6/7/12,0,73
3594,USC00513117,6/8/12,0,73
3595,USC00513117,6/9/12,0,74
3596,USC00513117,6/10/12,0,73
3597,USC00513117,6/11/12,0.04,72
3598,USC00513117,6/12/12,0.02,72
3599,USC00513117,6/13/12,0.05,70
3600,USC00513117,6/14/12,0.08,72
3601,USC00513117,6/15/12,0,72
3602,USC00513117,6/16/12,0,72
3603,USC00513117,6/17/12,0.02,74
3604,USC00513117,6/18/12,0,73
3605,USC00513117,6/19/12,0.01,73
3606,USC00513117,6/20/12,0.14,70
3607,USC00513117,6/21/12,0.02,73
3608,USC00513117,6/22/12,0.01,72
3609,USC00513117,6/23/12,0.28,73
3610,USC00513117,6/24/12,0.27,69
3611,USC00513117,6/25/12,0.04,72
3612,USC00513117,6/26/12,0.22,71
3613,USC00513117,6/27/12,0.23,71
3614,USC00513117,6/28/12,0,73
3615,USC00513117,6/29/12,0.06,73
3616,USC00513117,6/30/12,0,72
3617,USC00513117,7/1/12,0.07,72
3618,USC00513117,7/2/12,0.05,71
3619,USC00513117,7/3/12,0.13,72
3620,USC00513117,7/4/12,0.13,71
3621,USC00513117,7/5/12,0.04,72
3622,USC00513117,7/6/12,0.11,73
3623,USC00513117,7/7/12,0.06,74
3624,USC00513117,7/8/12,0.01,73
3625,USC00513117,7/9/12,0,73
3626,USC00513117,7/10/12,0.01,73
3627,USC00513117,7/11/12,0.02,73
3628,USC00513117,7/12/12,0,73
3629,USC00513117,7/13/12,0.18,73
3630,USC00513117,7/14/12,0.08,75
3631,USC00513117,7/15/12,0,75
3632,USC00513117,7/16/12,0.08,73
3633,USC00513117,7/17/12,0.11,73
3634,USC00513117,7/18/12,0.03,74
3635,USC00513117,7/19/12,0.12,73
3636,USC00513117,7/20/12,0.8,70
3637,USC00513117,7/21/12,0.04,75
3638,USC00513117,7/22/12,0,74
3639,USC00513117,7/23/12,0.03,74
3640,USC00513117,7/24/12,0,74
3641,USC00513117,7/25/12,0.01,74
3642,USC00513117,7/26/12,0.01,73
3643,USC00513117,7/27/12,0,73
3644,USC00513117,7/28/12,0.43,75
3645,USC00513117,7/29/12,0.09,74
3646,USC00513117,7/30/12,0.08,74
3647,USC00513117,7/31/12,0.03,73
3648,USC00513117,8/1/12,0,75
3649,USC00513117,8/2/12,0,73
3650,USC00513117,8/3/12,0,74
3651,USC00513117,8/4/12,0,74
3652,USC00513117,8/5/12,0.1,74
3653,USC00513117,8/6/12,0.1,73
3654,USC00513117,8/7/12,0.02,74
3655,USC00513117,8/8/12,0.04,74
3656,USC00513117,8/9/12,0.02,75
3657,USC00513117,8/10/12,0,73
3658,USC00513117,8/11/12,0.02,72
3659,USC00513117,8/12/12,0.08,76
3660,USC00513117,8/13/12,0.06,75
3661,USC00513117,8/14/12,0.06,72
3662,USC00513117,8/15/12,0.01,75
3663,USC00513117,8/16/12,0,75
3664,USC00513117,8/17/12,0,75
3665,USC00513117,8/19/12,,71
3666,USC00513117,8/20/12,0.01,75
3667,USC00513117,8/21/12,0.03,74
3668,USC00513117,8/22/12,0.02,73
3669,USC00513117,8/23/12,0.03,75
3670,USC00513117,8/24/12,0,75
3671,USC00513117,8/25/12,0,75
3672,USC00513117,8/26/12,0.02,74
3673,USC00513117,8/27/12,0,75
3674,USC00513117,8/28/12,0.06,74
3675,USC00513117,8/29/12,0.08,72
3676,USC00513117,8/30/12,0.06,74
3677,USC00513117,8/31/12,0.04,76
3678,USC00513117,9/1/12,0.02,74
3679,USC00513117,9/2/12,0.08,72
3680,USC00513117,9/3/12,0.09,75
3681,USC00513117,9/4/12,0,74
3682,USC00513117,9/5/12,0.02,74
3683,USC00513117,9/6/12,0.02,74
3684,USC00513117,9/7/12,0.07,77
3685,USC00513117,9/8/12,0.14,74
3686,USC00513117,9/9/12,0.07,75
3687,USC00513117,9/10/12,0,75
3688,USC00513117,9/11/12,0.18,74
3689,USC00513117,9/12/12,0.04,74
3690,USC00513117,9/13/12,0.07,74
3691,USC00513117,9/14/12,0.04,75
3692,USC00513117,9/15/12,0.02,72
3693,USC00513117,9/16/12,0,72
3694,USC00513117,9/17/12,0.04,74
3695,USC00513117,9/18/12,0,73
3696,USC00513117,9/19/12,0.25,72
3697,USC00513117,9/20/12,0.55,71
3698,USC00513117,9/22/12,,73
3699,USC00513117,9/23/12,0.02,74
3700,USC00513117,9/24/12,0.07,75
3701,USC00513117,9/25/12,0.01,74
3702,USC00513117,9/26/12,0,74
3703,USC00513117,9/27/12,0.05,80
3704,USC00513117,9/28/12,0.01,75
3705,USC00513117,9/29/12,0.01,74
3706,USC00513117,9/30/12,0,73
3707,USC00513117,10/1/12,0.01,70
3708,USC00513117,10/2/12,0,72
3709,USC00513117,10/3/12,0,72
3710,USC00513117,10/4/12,0,73
3711,USC00513117,10/5/12,0,70
3712,USC00513117,10/6/12,0,71
3713,USC00513117,10/7/12,0,75
3714,USC00513117,10/8/12,0.04,75
3715,USC00513117,10/9/12,0,74
3716,USC00513117,10/10/12,0,72
3717,USC00513117,10/11/12,0.22,75
3718,USC00513117,10/12/12,0,74
3719,USC00513117,10/13/12,0,75
3720,USC00513117,10/14/12,0.07,74
3721,USC00513117,10/15/12,0.09,75
3722,USC00513117,10/16/12,0.07,73
3723,USC00513117,10/17/12,0,69
3724,USC00513117,10/18/12,0,70
3725,USC00513117,10/19/12,0.08,74
3726,USC00513117,10/20/12,0,74
3727,USC00513117,10/21/12,0,75
3728,USC00513117,10/22/12,0,75
3729,USC00513117,10/23/12,0.02,75
3730,USC00513117,10/24/12,0.01,73
3731,USC00513117,10/25/12,0.16,73
3732,USC00513117,10/26/12,0,72
3733,USC00513117,10/27/12,0,71
3734,USC00513117,10/28/12,0.02,74
3735,USC00513117,10/29/12,0.04,73
3736,USC00513117,10/30/12,0.01,74
3737,USC00513117,10/31/12,0.03,72
3738,USC00513117,11/1/12,0,67
3739,USC00513117,11/2/12,0,67
3740,USC00513117,11/3/12,0,74
3741,USC00513117,11/4/12,0,68
3742,USC00513117,11/5/12,0,69
3743,USC00513117,11/6/12,0,74
3744,USC00513117,11/7/12,0.07,74
3745,USC00513117,11/8/12,0.03,73
3746,USC00513117,11/9/12,0.03,74
3747,USC00513117,11/10/12,0.02,74
3748,USC00513117,11/11/12,0,74
3749,USC00513117,11/12/12,0,74
3750,USC00513117,11/13/12,0.08,73
3751,USC00513117,11/14/12,0.07,74
3752,USC00513117,11/15/12,0.05,73
3753,USC00513117,11/16/12,0.13,72
3754,USC00513117,11/17/12,0.03,73
3755,USC00513117,11/18/12,0.06,72
3756,USC00513117,11/19/12,0.06,76
3757,USC00513117,11/20/12,0,73
3758,USC00513117,11/21/12,0.01,71
3759,USC00513117,11/22/12,0.88,67
3760,USC00513117,11/23/12,0,68
3761,USC00513117,11/24/12,0.02,77
3762,USC00513117,11/25/12,0,69
3763,USC00513117,11/26/12,0.03,72
3764,USC00513117,11/27/12,0,71
3765,USC00513117,11/28/12,0,69
3766,USC00513117,11/29/12,0,65
3767,USC00513117,11/30/12,0,65
3768,USC00513117,12/1/12,0,65
3769,USC00513117,12/2/12,0,70
3770,USC00513117,12/3/12,0,76
3771,USC00513117,12/4/12,0.18,68
3772,USC00513117,12/5/12,0.07,71
3773,USC00513117,12/6/12,0,71
3774,USC00513117,12/7/12,0,68
3775,USC00513117,12/8/12,0,70
3776,USC00513117,12/9/12,0,73
3777,USC00513117,12/10/12,0.03,73
3778,USC00513117,12/11/12,0,72
3779,USC00513117,12/12/12,0.07,71
3780,USC00513117,12/13/12,0.1,70
3781,USC00513117,12/14/12,0.08,72
3782,USC00513117,12/15/12,0.1,71
3783,USC00513117,12/16/12,0.04,72
3784,USC00513117,12/17/12,0.02,72
3785,USC00513117,12/18/12,0.2,71
3786,USC00513117,12/19/12,0.24,70
3787,USC00513117,12/20/12,0.08,71
3788,USC00513117,12/21/12,0.06,71
3789,USC00513117,12/22/12,0.07,71
3790,USC00513117,12/23/12,0.02,66
3791,USC00513117,12/24/12,0,65
3792,USC00513117,12/25/12,0,73
3793,USC00513117,12/26/12,0.01,72
3794,USC00513117,12/27/12,0,72
3795,USC00513117,12/28/12,0,65
3796,USC00513117,12/29/12,0,65
3797,USC00513117,12/30/12,0.21,68
3798,USC00513117,12/31/12,0.17,67
3799,USC00513117,1/1/13,0.16,71
3800,USC00513117,1/2/13,0.07,69
3801,USC00513117,1/3/13,0.23,68
3802,USC00513117,1/4/13,0.06,71
3803,USC00513117,1/5/13,0.08,71
3804,USC00513117,1/6/13,0.19,71
3805,USC00513117,1/7/13,0.04,71
3806,USC00513117,1/8/13,0.04,70
3807,USC00513117,1/9/13,0.16,70
3808,USC00513117,1/10/13,0.05,71
3809,USC00513117,1/11/13,0,71
3810,USC00513117,1/13/13,,77
3811,USC00513117,1/14/13,0,74
3812,USC00513117,1/15/13,1.27,64
3813,USC00513117,1/16/13,0,60
3814,USC00513117,1/17/13,0.1,62
3815,USC00513117,1/18/13,0,62
3816,USC00513117,1/19/13,0,67
3817,USC00513117,1/20/13,0,68
3818,USC00513117,1/21/13,0,70
3819,USC00513117,1/22/13,0,70
3820,USC00513117,1/23/13,0,70
3821,USC00513117,1/24/13,0.71,67
3822,USC00513117,1/25/13,0.59,64
3823,USC00513117,1/26/13,0,65
3824,USC00513117,1/27/13,0.03,74
3825,USC00513117,1/28/13,2.6,64
3826,USC00513117,1/29/13,0.71,65
3827,USC00513117,1/30/13,0,64
3828,USC00513117,1/31/13,0,70
3829,USC00513117,2/1/13,0,69
3830,USC00513117,2/2/13,0,70
3831,USC00513117,2/3/13,0,67
3832,USC00513117,2/4/13,0,70
3833,USC00513117,2/5/13,0,70
3834,USC00513117,2/6/13,0,70
3835,USC00513117,2/7/13,0.16,70
3836,USC00513117,2/8/13,0.01,70
3837,USC00513117,2/9/13,0,69
3838,USC00513117,2/10/13,0.02,70
3839,USC00513117,2/11/13,0.07,69
3840,USC00513117,2/12/13,0.02,68
3841,USC00513117,2/13/13,0.02,68
3842,USC00513117,2/14/13,0,68
3843,USC00513117,2/15/13,0,69
3844,USC00513117,2/16/13,0.04,70
3845,USC00513117,2/17/13,0,68
3846,USC00513117,2/18/13,0,70
3847,USC00513117,2/19/13,0.12,69
3848,USC00513117,2/20/13,0.11,70
3849,USC00513117,2/21/13,0.05,69
3850,USC00513117,2/22/13,0.83,69
3851,USC00513117,2/23/13,0.23,69
3852,USC00513117,2/24/13,0.09,69
3853,USC00513117,2/25/13,0.02,68
3854,USC00513117,2/26/13,0.08,69
3855,USC00513117,2/27/13,0.03,70
3856,USC00513117,2/28/13,0,70
3857,USC00513117,3/1/13,0,69
3858,USC00513117,3/2/13,0,70
3859,USC00513117,3/3/13,0,70
3860,USC00513117,3/4/13,0,70
3861,USC00513117,3/5/13,0,70
3862,USC00513117,3/6/13,0.02,69
3863,USC00513117,3/7/13,0.06,66
3864,USC00513117,3/8/13,0.15,61
3865,USC00513117,3/9/13,0.1,70
3866,USC00513117,3/10/13,1.69,68
3867,USC00513117,3/11/13,0.8,62
3868,USC00513117,3/12/13,0.01,66
3869,USC00513117,3/13/13,0.03,64
3870,USC00513117,3/14/13,0,66
3871,USC00513117,3/15/13,0,62
3872,USC00513117,3/16/13,0,74
3873,USC00513117,3/17/13,0,63
3874,USC00513117,3/18/13,0.49,59
3875,USC00513117,3/19/13,0,63
3876,USC00513117,3/20/13,0,63
3877,USC00513117,3/21/13,0,76
3878,USC00513117,3/22/13,0,73
3879,USC00513117,3/23/13,0.11,66
3880,USC00513117,3/24/13,0.43,70
3881,USC00513117,3/25/13,0.8,67
3882,USC00513117,3/26/13,0.03,67
3883,USC00513117,3/27/13,0,70
3884,USC00513117,3/28/13,0.07,69
3885,USC00513117,3/29/13,0.07,69
3886,USC00513117,3/30/13,0.05,69
3887,USC00513117,3/31/13,0.02,64
3888,USC00513117,4/1/13,0,63
3889,USC00513117,4/2/13,0,63
3890,USC00513117,4/3/13,0.02,64
3891,USC00513117,4/4/13,0.07,65
3892,USC00513117,4/5/13,0,70
3893,USC00513117,4/6/13,0,72
3894,USC00513117,4/7/13,0.01,73
3895,USC00513117,4/8/13,0,71
3896,USC00513117,4/9/13,0.02,71
3897,USC00513117,4/10/13,0.03,71
3898,USC00513117,4/11/13,0.01,68
3899,USC00513117,4/12/13,0,73
3900,USC00513117,4/13/13,0.01,70
3901,USC00513117,4/14/13,0,75
3902,USC00513117,4/15/13,0.43,69
3903,USC00513117,4/16/13,0.19,65
3904,USC00513117,4/17/13,0,72
3905,USC00513117,4/18/13,0,72
3906,USC00513117,4/19/13,0.03,71
3907,USC00513117,4/20/13,0.11,77
3908,USC00513117,4/21/13,0,71
3909,USC00513117,4/22/13,0.44,70
3910,USC00513117,4/23/13,0.37,74
3911,USC00513117,4/24/13,0.76,67
3912,USC00513117,4/25/13,0.94,70
3913,USC00513117,4/26/13,0,72
3914,USC00513117,4/27/13,0,70
3915,USC00513117,4/28/13,0,68
3916,USC00513117,4/29/13,0,74
3917,USC00513117,4/30/13,0,70
